Unidades: €/MW;;
Informação acedida em: 30/06/2025 15:32:26;;
Data;Hora;Portugal
01/10/2019;14;46.89
01/10/2019;15;39.49
01/10/2019;16;39.38
01/10/2019;17;42.88
01/10/2019;18;47.02
01/10/2019;19;49.75
01/10/2019;20;51.65
01/10/2019;21;52.92
01/10/2019;22;50.02
01/10/2019;23;45.06
01/10/2019;24;36.97
02/10/2019;1;36.25
02/10/2019;2;35.75
02/10/2019;3;35.07
02/10/2019;4;33.00
02/10/2019;5;34.00
02/10/2019;6;35.86
02/10/2019;7;40.00
02/10/2019;8;50.10
02/10/2019;9;52.00
02/10/2019;10;51.75
02/10/2019;11;50.00
02/10/2019;12;46.83
02/10/2019;13;44.16
02/10/2019;14;42.12
02/10/2019;15;39.90
02/10/2019;16;38.07
02/10/2019;17;38.49
02/10/2019;18;40.55
02/10/2019;19;48.01
02/10/2019;20;51.61
02/10/2019;21;52.10
02/10/2019;22;51.60
02/10/2019;23;49.82
02/10/2019;24;45.08
03/10/2019;1;50.25
03/10/2019;2;49.81
03/10/2019;3;48.40
03/10/2019;4;46.00
03/10/2019;5;46.11
03/10/2019;6;47.37
03/10/2019;7;49.50
03/10/2019;8;50.40
03/10/2019;9;50.98
03/10/2019;10;52.13
03/10/2019;11;50.02
03/10/2019;12;49.10
03/10/2019;13;46.68
03/10/2019;14;45.25
03/10/2019;15;41.86
03/10/2019;16;40.80
03/10/2019;17;41.50
03/10/2019;18;47.93
03/10/2019;19;51.23
03/10/2019;20;55.06
03/10/2019;21;53.53
03/10/2019;22;51.48
03/10/2019;23;49.50
03/10/2019;24;44.07
04/10/2019;1;50.80
04/10/2019;2;50.00
04/10/2019;3;50.15
04/10/2019;4;50.89
04/10/2019;5;51.36
04/10/2019;6;51.75
04/10/2019;7;51.75
04/10/2019;8;54.50
04/10/2019;9;54.53
04/10/2019;10;55.52
04/10/2019;11;54.25
04/10/2019;12;54.05
04/10/2019;13;54.52
04/10/2019;14;54.12
04/10/2019;15;52.27
04/10/2019;16;51.86
04/10/2019;17;51.69
04/10/2019;18;51.51
04/10/2019;19;51.69
04/10/2019;20;53.52
04/10/2019;21;56.52
04/10/2019;22;55.62
04/10/2019;23;52.52
04/10/2019;24;50.28
05/10/2019;1;53.89
05/10/2019;2;51.94
05/10/2019;3;50.12
05/10/2019;4;49.02
05/10/2019;5;48.12
05/10/2019;6;48.12
05/10/2019;7;46.52
05/10/2019;8;49.00
05/10/2019;9;49.17
05/10/2019;10;51.25
05/10/2019;11;50.50
05/10/2019;12;49.00
05/10/2019;13;48.37
05/10/2019;14;49.00
05/10/2019;15;46.07
05/10/2019;16;44.77
05/10/2019;17;42.80
05/10/2019;18;43.59
05/10/2019;19;48.11
05/10/2019;20;52.09
05/10/2019;21;54.12
05/10/2019;22;54.12
05/10/2019;23;51.12
05/10/2019;24;46.77
06/10/2019;1;51.12
06/10/2019;2;50.12
06/10/2019;3;47.51
06/10/2019;4;44.07
06/10/2019;5;43.78
06/10/2019;6;43.60
06/10/2019;7;42.51
06/10/2019;8;43.34
06/10/2019;9;43.33
06/10/2019;10;45.48
06/10/2019;11;47.01
06/10/2019;12;45.01
06/10/2019;13;45.71
06/10/2019;14;47.21
06/10/2019;15;43.35
06/10/2019;16;40.01
06/10/2019;17;39.33
06/10/2019;18;39.12
06/10/2019;19;39.96
06/10/2019;20;43.35
06/10/2019;21;51.00
06/10/2019;22;52.12
06/10/2019;23;50.29
06/10/2019;24;47.36
07/10/2019;1;51.00
07/10/2019;2;47.57
07/10/2019;3;45.00
07/10/2019;4;44.00
07/10/2019;5;44.00
07/10/2019;6;43.01
07/10/2019;7;47.54
07/10/2019;8;56.00
07/10/2019;9;55.10
07/10/2019;10;55.89
07/10/2019;11;53.08
07/10/2019;12;51.75
07/10/2019;13;49.91
07/10/2019;14;48.80
07/10/2019;15;47.57
07/10/2019;16;48.04
07/10/2019;17;48.78
07/10/2019;18;51.50
07/10/2019;19;54.91
07/10/2019;20;57.51
07/10/2019;21;56.00
07/10/2019;22;56.00
07/10/2019;23;51.25
07/10/2019;24;47.72
08/10/2019;1;57.50
08/10/2019;2;55.91
08/10/2019;3;54.63
08/10/2019;4;54.23
08/10/2019;5;53.67
08/10/2019;6;52.89
08/10/2019;7;52.72
08/10/2019;8;56.00
08/10/2019;9;56.65
08/10/2019;10;57.64
08/10/2019;11;55.14
08/10/2019;12;54.23
08/10/2019;13;54.98
08/10/2019;14;54.48
08/10/2019;15;52.94
08/10/2019;16;52.10
08/10/2019;17;51.49
08/10/2019;18;52.81
08/10/2019;19;53.16
08/10/2019;20;54.98
08/10/2019;21;58.69
08/10/2019;22;57.79
08/10/2019;23;51.60
08/10/2019;24;47.10
09/10/2019;1;48.80
09/10/2019;2;45.05
09/10/2019;3;43.14
09/10/2019;4;42.15
09/10/2019;5;41.07
09/10/2019;6;40.99
09/10/2019;7;41.82
09/10/2019;8;50.21
09/10/2019;9;52.73
09/10/2019;10;53.16
09/10/2019;11;50.85
09/10/2019;12;48.50
09/10/2019;13;50.22
09/10/2019;14;52.10
09/10/2019;15;48.35
09/10/2019;16;46.94
09/10/2019;17;46.90
09/10/2019;18;46.95
09/10/2019;19;47.09
09/10/2019;20;51.80
09/10/2019;21;55.23
09/10/2019;22;53.72
09/10/2019;23;47.48
09/10/2019;24;44.02
10/10/2019;1;44.04
10/10/2019;2;41.44
10/10/2019;3;40.00
10/10/2019;4;39.25
10/10/2019;5;38.75
10/10/2019;6;38.83
10/10/2019;7;40.23
10/10/2019;8;47.53
10/10/2019;9;48.01
10/10/2019;10;50.00
10/10/2019;11;46.16
10/10/2019;12;45.03
10/10/2019;13;46.21
10/10/2019;14;47.68
10/10/2019;15;46.05
10/10/2019;16;47.51
10/10/2019;17;47.77
10/10/2019;18;50.51
10/10/2019;19;50.51
10/10/2019;20;54.69
10/10/2019;21;59.13
10/10/2019;22;57.79
10/10/2019;23;52.22
10/10/2019;24;47.69
11/10/2019;1;52.45
11/10/2019;2;51.24
11/10/2019;3;47.40
11/10/2019;4;45.65
11/10/2019;5;45.96
11/10/2019;6;45.07
11/10/2019;7;45.07
11/10/2019;8;51.39
11/10/2019;9;52.45
11/10/2019;10;53.01
11/10/2019;11;51.24
11/10/2019;12;48.68
11/10/2019;13;49.00
11/10/2019;14;47.00
11/10/2019;15;45.00
11/10/2019;16;43.56
11/10/2019;17;44.20
11/10/2019;18;45.16
11/10/2019;19;46.42
11/10/2019;20;52.18
11/10/2019;21;54.69
11/10/2019;22;53.05
11/10/2019;23;46.05
11/10/2019;24;47.14
12/10/2019;1;47.10
12/10/2019;2;44.63
12/10/2019;3;41.01
12/10/2019;4;38.70
12/10/2019;5;38.45
12/10/2019;6;37.60
12/10/2019;7;37.25
12/10/2019;8;38.00
12/10/2019;9;38.50
12/10/2019;10;42.27
12/10/2019;11;46.02
12/10/2019;12;40.37
12/10/2019;13;38.45
12/10/2019;14;37.10
12/10/2019;15;35.60
12/10/2019;16;30.04
12/10/2019;17;30.00
12/10/2019;18;30.74
12/10/2019;19;36.25
12/10/2019;20;44.65
12/10/2019;21;46.02
12/10/2019;22;46.05
12/10/2019;23;38.70
12/10/2019;24;37.89
13/10/2019;1;35.86
13/10/2019;2;34.10
13/10/2019;3;32.50
13/10/2019;4;31.00
13/10/2019;5;30.00
13/10/2019;6;31.99
13/10/2019;7;32.50
13/10/2019;8;33.60
13/10/2019;9;33.75
13/10/2019;10;35.25
13/10/2019;11;35.55
13/10/2019;12;35.45
13/10/2019;13;35.25
13/10/2019;14;35.25
13/10/2019;15;34.90
13/10/2019;16;33.70
13/10/2019;17;33.70
13/10/2019;18;35.00
13/10/2019;19;36.80
13/10/2019;20;49.08
13/10/2019;21;56.01
13/10/2019;22;56.41
13/10/2019;23;53.52
13/10/2019;24;50.09
14/10/2019;1;41.01
14/10/2019;2;35.55
14/10/2019;3;34.45
14/10/2019;4;33.57
14/10/2019;5;32.58
14/10/2019;6;32.07
14/10/2019;7;36.06
14/10/2019;8;48.92
14/10/2019;9;50.24
14/10/2019;10;50.39
14/10/2019;11;49.58
14/10/2019;12;48.00
14/10/2019;13;45.25
14/10/2019;14;43.00
14/10/2019;15;39.50
14/10/2019;16;40.80
14/10/2019;17;39.99
14/10/2019;18;41.49
14/10/2019;19;47.50
14/10/2019;20;52.19
14/10/2019;21;50.44
14/10/2019;22;50.09
14/10/2019;23;39.96
14/10/2019;24;35.55
15/10/2019;1;31.95
15/10/2019;2;31.50
15/10/2019;3;31.26
15/10/2019;4;30.75
15/10/2019;5;30.70
15/10/2019;6;31.26
15/10/2019;7;40.61
15/10/2019;8;52.50
15/10/2019;9;52.19
15/10/2019;10;52.51
15/10/2019;11;50.39
15/10/2019;12;49.00
15/10/2019;13;46.30
15/10/2019;14;45.27
15/10/2019;15;43.00
15/10/2019;16;42.00
15/10/2019;17;43.58
15/10/2019;18;46.64
15/10/2019;19;50.54
15/10/2019;20;54.50
15/10/2019;21;55.29
15/10/2019;22;50.54
15/10/2019;23;41.49
15/10/2019;24;40.00
16/10/2019;1;41.07
16/10/2019;2;35.99
16/10/2019;3;34.40
16/10/2019;4;34.11
16/10/2019;5;34.30
16/10/2019;6;34.67
16/10/2019;7;38.68
16/10/2019;8;49.97
16/10/2019;9;51.30
16/10/2019;10;50.14
16/10/2019;11;46.99
16/10/2019;12;43.67
16/10/2019;13;40.57
16/10/2019;14;39.00
16/10/2019;15;36.34
16/10/2019;16;37.25
16/10/2019;17;38.11
16/10/2019;18;46.99
16/10/2019;19;50.07
16/10/2019;20;55.00
16/10/2019;21;55.05
16/10/2019;22;53.01
16/10/2019;23;46.96
16/10/2019;24;44.03
17/10/2019;1;44.07
17/10/2019;2;38.07
17/10/2019;3;35.99
17/10/2019;4;35.99
17/10/2019;5;35.99
17/10/2019;6;38.07
17/10/2019;7;44.33
17/10/2019;8;52.13
17/10/2019;9;54.42
17/10/2019;10;54.03
17/10/2019;11;53.00
17/10/2019;12;52.19
17/10/2019;13;48.70
17/10/2019;14;46.48
17/10/2019;15;45.04
17/10/2019;16;44.35
17/10/2019;17;46.42
17/10/2019;18;51.52
17/10/2019;19;53.88
17/10/2019;20;57.44
17/10/2019;21;54.50
17/10/2019;22;52.56
17/10/2019;23;45.88
17/10/2019;24;45.04
18/10/2019;1;45.21
18/10/2019;2;39.57
18/10/2019;3;36.59
18/10/2019;4;36.00
18/10/2019;5;36.59
18/10/2019;6;41.07
18/10/2019;7;44.03
18/10/2019;8;49.05
18/10/2019;9;51.46
18/10/2019;10;52.54
18/10/2019;11;52.54
18/10/2019;12;52.34
18/10/2019;13;51.56
18/10/2019;14;50.80
18/10/2019;15;47.85
18/10/2019;16;44.07
18/10/2019;17;44.03
18/10/2019;18;45.01
18/10/2019;19;46.61
18/10/2019;20;52.68
18/10/2019;21;51.83
18/10/2019;22;50.49
18/10/2019;23;43.66
18/10/2019;24;40.43
19/10/2019;1;50.29
19/10/2019;2;49.12
19/10/2019;3;44.85
19/10/2019;4;42.00
19/10/2019;5;41.65
19/10/2019;6;40.15
19/10/2019;7;38.49
19/10/2019;8;40.56
19/10/2019;9;40.57
19/10/2019;10;46.34
19/10/2019;11;47.51
19/10/2019;12;44.16
19/10/2019;13;43.37
19/10/2019;14;42.96
19/10/2019;15;40.56
19/10/2019;16;37.62
19/10/2019;17;36.25
19/10/2019;18;38.48
19/10/2019;19;44.08
19/10/2019;20;47.90
19/10/2019;21;50.99
19/10/2019;22;50.01
19/10/2019;23;42.15
19/10/2019;24;40.56
20/10/2019;1;37.00
20/10/2019;2;35.10
20/10/2019;3;33.33
20/10/2019;4;32.42
20/10/2019;5;32.30
20/10/2019;6;32.42
20/10/2019;7;34.16
20/10/2019;8;35.02
20/10/2019;9;35.10
20/10/2019;10;37.62
20/10/2019;11;41.20
20/10/2019;12;41.67
20/10/2019;13;42.53
20/10/2019;14;45.51
20/10/2019;15;44.82
20/10/2019;16;41.55
20/10/2019;17;37.82
20/10/2019;18;40.38
20/10/2019;19;47.58
20/10/2019;20;51.06
20/10/2019;21;53.74
20/10/2019;22;56.14
20/10/2019;23;55.07
20/10/2019;24;51.31
21/10/2019;1;55.05
21/10/2019;2;53.99
21/10/2019;3;53.99
21/10/2019;4;54.11
21/10/2019;5;53.99
21/10/2019;6;53.49
21/10/2019;7;55.05
21/10/2019;8;55.50
21/10/2019;9;55.50
21/10/2019;10;56.57
21/10/2019;11;55.49
21/10/2019;12;54.01
21/10/2019;13;53.49
21/10/2019;14;53.99
21/10/2019;15;52.86
21/10/2019;16;51.35
21/10/2019;17;51.35
21/10/2019;18;54.11
21/10/2019;19;58.02
21/10/2019;20;60.46
21/10/2019;21;59.88
21/10/2019;22;56.11
21/10/2019;23;51.52
21/10/2019;24;44.19
22/10/2019;1;52.25
22/10/2019;2;51.05
22/10/2019;3;47.00
22/10/2019;4;45.03
22/10/2019;5;44.50
22/10/2019;6;45.00
22/10/2019;7;46.99
22/10/2019;8;56.43
22/10/2019;9;57.80
22/10/2019;10;57.88
22/10/2019;11;55.49
22/10/2019;12;52.72
22/10/2019;13;48.75
22/10/2019;14;46.25
22/10/2019;15;45.51
22/10/2019;16;44.26
22/10/2019;17;46.24
22/10/2019;18;49.55
22/10/2019;19;51.42
22/10/2019;20;54.88
22/10/2019;21;54.82
22/10/2019;22;49.73
22/10/2019;23;43.78
22/10/2019;24;38.38
23/10/2019;1;37.64
23/10/2019;2;35.85
23/10/2019;3;32.43
23/10/2019;4;32.00
23/10/2019;5;31.40
23/10/2019;6;33.50
23/10/2019;7;40.70
23/10/2019;8;51.36
23/10/2019;9;53.25
23/10/2019;10;55.26
23/10/2019;11;54.11
23/10/2019;12;51.23
23/10/2019;13;47.25
23/10/2019;14;46.35
23/10/2019;15;46.29
23/10/2019;16;45.65
23/10/2019;17;45.87
23/10/2019;18;50.67
23/10/2019;19;53.49
23/10/2019;20;55.49
23/10/2019;21;55.84
23/10/2019;22;54.34
23/10/2019;23;48.00
23/10/2019;24;41.69
24/10/2019;1;41.81
24/10/2019;2;39.21
24/10/2019;3;37.57
24/10/2019;4;36.35
24/10/2019;5;35.91
24/10/2019;6;37.06
24/10/2019;7;39.55
24/10/2019;8;48.98
24/10/2019;9;54.11
24/10/2019;10;54.11
24/10/2019;11;51.48
24/10/2019;12;46.93
24/10/2019;13;44.44
24/10/2019;14;42.50
24/10/2019;15;39.21
24/10/2019;16;41.77
24/10/2019;17;42.00
24/10/2019;18;42.86
24/10/2019;19;48.01
24/10/2019;20;55.05
24/10/2019;21;58.97
24/10/2019;22;57.50
24/10/2019;23;54.85
24/10/2019;24;48.06
25/10/2019;1;51.00
25/10/2019;2;51.48
25/10/2019;3;45.03
25/10/2019;4;41.44
25/10/2019;5;39.61
25/10/2019;6;42.11
25/10/2019;7;44.57
25/10/2019;8;51.23
25/10/2019;9;53.10
25/10/2019;10;53.10
25/10/2019;11;52.24
25/10/2019;12;48.81
25/10/2019;13;47.01
25/10/2019;14;46.50
25/10/2019;15;44.57
25/10/2019;16;44.50
25/10/2019;17;44.57
25/10/2019;18;46.01
25/10/2019;19;51.23
25/10/2019;20;56.51
25/10/2019;21;60.16
25/10/2019;22;57.79
25/10/2019;23;52.50
25/10/2019;24;46.07
26/10/2019;1;50.03
26/10/2019;2;47.00
26/10/2019;3;42.01
26/10/2019;4;39.50
26/10/2019;5;39.21
26/10/2019;6;38.99
26/10/2019;7;39.21
26/10/2019;8;42.50
26/10/2019;9;44.58
26/10/2019;10;48.01
26/10/2019;11;46.54
26/10/2019;12;43.78
26/10/2019;13;43.17
26/10/2019;14;43.76
26/10/2019;15;42.89
26/10/2019;16;39.85
26/10/2019;17;39.26
26/10/2019;18;42.30
26/10/2019;19;46.44
26/10/2019;20;55.73
26/10/2019;21;59.82
26/10/2019;22;58.97
26/10/2019;23;55.06
26/10/2019;24;51.98
27/10/2019;1;49.00
27/10/2019;2;43.95
27/10/2019;3;42.81
27/10/2019;4;42.95
27/10/2019;5;41.78
27/10/2019;6;39.99
27/10/2019;7;39.98
27/10/2019;8;41.86
27/10/2019;9;43.19
27/10/2019;10;42.67
27/10/2019;11;43.01
27/10/2019;12;43.21
27/10/2019;13;43.20
27/10/2019;14;43.21
27/10/2019;15;45.57
27/10/2019;16;46.12
27/10/2019;17;44.08
27/10/2019;18;44.07
27/10/2019;19;46.77
27/10/2019;20;50.15
27/10/2019;21;55.52
27/10/2019;22;56.85
27/10/2019;23;56.51
27/10/2019;24;53.19
27/10/2019;25;53.00
28/10/2019;1;52.98
28/10/2019;2;51.88
28/10/2019;3;48.39
28/10/2019;4;46.05
28/10/2019;5;45.57
28/10/2019;6;49.14
28/10/2019;7;51.88
28/10/2019;8;53.34
28/10/2019;9;55.49
28/10/2019;10;55.66
28/10/2019;11;54.80
28/10/2019;12;53.19
28/10/2019;13;54.11
28/10/2019;14;53.19
28/10/2019;15;53.00
28/10/2019;16;53.34
28/10/2019;17;54.99
28/10/2019;18;58.94
28/10/2019;19;58.94
28/10/2019;20;60.25
28/10/2019;21;59.49
28/10/2019;22;57.79
28/10/2019;23;54.81
28/10/2019;24;50.48
29/10/2019;1;53.10
29/10/2019;2;51.00
29/10/2019;3;48.30
29/10/2019;4;47.28
29/10/2019;5;47.05
29/10/2019;6;49.03
29/10/2019;7;49.35
29/10/2019;8;54.54
29/10/2019;9;55.81
29/10/2019;10;55.07
29/10/2019;11;54.11
29/10/2019;12;53.99
29/10/2019;13;54.21
29/10/2019;14;53.31
29/10/2019;15;52.62
29/10/2019;16;55.01
29/10/2019;17;57.20
29/10/2019;18;60.23
29/10/2019;19;61.23
29/10/2019;20;60.75
29/10/2019;21;58.97
29/10/2019;22;58.02
29/10/2019;23;54.85
29/10/2019;24;48.68
30/10/2019;1;49.00
30/10/2019;2;47.01
30/10/2019;3;44.44
30/10/2019;4;42.18
30/10/2019;5;41.21
30/10/2019;6;43.43
30/10/2019;7;46.67
30/10/2019;8;54.12
30/10/2019;9;57.60
30/10/2019;10;54.82
30/10/2019;11;55.07
30/10/2019;12;55.07
30/10/2019;13;55.00
30/10/2019;14;53.00
30/10/2019;15;53.68
30/10/2019;16;54.03
30/10/2019;17;56.17
30/10/2019;18;58.95
30/10/2019;19;59.91
30/10/2019;20;60.00
30/10/2019;21;56.85
30/10/2019;22;55.50
30/10/2019;23;48.72
30/10/2019;24;44.63
31/10/2019;1;45.00
31/10/2019;2;45.00
31/10/2019;3;39.10
31/10/2019;4;38.10
31/10/2019;5;38.10
31/10/2019;6;39.50
31/10/2019;7;44.57
31/10/2019;8;53.20
31/10/2019;9;55.50
31/10/2019;10;55.35
31/10/2019;11;54.35
31/10/2019;12;53.20
31/10/2019;13;52.50
31/10/2019;14;49.00
31/10/2019;15;48.10
31/10/2019;16;49.08
31/10/2019;17;51.08
31/10/2019;18;56.01
31/10/2019;19;59.69
31/10/2019;20;60.00
31/10/2019;21;56.26
31/10/2019;22;53.55
31/10/2019;23;46.05
31/10/2019;24;40.00
01/11/2019;1;42.10
01/11/2019;2;40.18
01/11/2019;3;32.40
01/11/2019;4;30.01
01/11/2019;5;29.10
01/11/2019;6;28.90
01/11/2019;7;29.10
01/11/2019;8;32.86
01/11/2019;9;33.00
01/11/2019;10;35.07
01/11/2019;11;33.01
01/11/2019;12;34.04
01/11/2019;13;35.90
01/11/2019;14;33.43
01/11/2019;15;31.50
01/11/2019;16;30.09
01/11/2019;17;30.00
01/11/2019;18;30.07
01/11/2019;19;38.08
01/11/2019;20;37.01
01/11/2019;21;31.98
01/11/2019;22;30.22
01/11/2019;23;30.49
01/11/2019;24;29.50
02/11/2019;1;27.31
02/11/2019;2;25.80
02/11/2019;3;24.78
02/11/2019;4;20.60
02/11/2019;5;18.99
02/11/2019;6;21.86
02/11/2019;7;24.47
02/11/2019;8;28.03
02/11/2019;9;29.34
02/11/2019;10;32.17
02/11/2019;11;31.04
02/11/2019;12;30.00
02/11/2019;13;29.60
02/11/2019;14;27.90
02/11/2019;15;26.89
02/11/2019;16;27.94
02/11/2019;17;30.00
02/11/2019;18;33.91
02/11/2019;19;39.44
02/11/2019;20;35.05
02/11/2019;21;32.06
02/11/2019;22;29.23
02/11/2019;23;28.81
02/11/2019;24;27.31
03/11/2019;1;16.45
03/11/2019;2;12.45
03/11/2019;3;9.00
03/11/2019;4;6.66
03/11/2019;5;6.77
03/11/2019;6;6.20
03/11/2019;7;7.62
03/11/2019;8;8.77
03/11/2019;9;9.00
03/11/2019;10;14.80
03/11/2019;11;17.20
03/11/2019;12;16.73
03/11/2019;13;17.70
03/11/2019;14;19.20
03/11/2019;15;19.66
03/11/2019;16;18.53
03/11/2019;17;20.01
03/11/2019;18;25.02
03/11/2019;19;30.91
03/11/2019;20;39.96
03/11/2019;21;38.29
03/11/2019;22;34.30
03/11/2019;23;31.37
03/11/2019;24;26.46
04/11/2019;1;12.10
04/11/2019;2;8.45
04/11/2019;3;5.95
04/11/2019;4;5.95
04/11/2019;5;5.95
04/11/2019;6;8.00
04/11/2019;7;14.50
04/11/2019;8;30.00
04/11/2019;9;38.49
04/11/2019;10;41.48
04/11/2019;11;39.10
04/11/2019;12;37.00
04/11/2019;13;34.66
04/11/2019;14;33.32
04/11/2019;15;30.40
04/11/2019;16;31.40
04/11/2019;17;33.32
04/11/2019;18;37.99
04/11/2019;19;45.03
04/11/2019;20;48.83
04/11/2019;21;44.21
04/11/2019;22;37.95
04/11/2019;23;32.40
04/11/2019;24;27.01
05/11/2019;1;21.53
05/11/2019;2;14.00
05/11/2019;3;9.99
05/11/2019;4;9.10
05/11/2019;5;8.45
05/11/2019;6;13.62
05/11/2019;7;19.99
05/11/2019;8;30.00
05/11/2019;9;35.00
05/11/2019;10;35.01
05/11/2019;11;33.42
05/11/2019;12;32.69
05/11/2019;13;31.25
05/11/2019;14;30.01
05/11/2019;15;28.00
05/11/2019;16;28.05
05/11/2019;17;30.50
05/11/2019;18;36.99
05/11/2019;19;45.00
05/11/2019;20;48.01
05/11/2019;21;47.56
05/11/2019;22;43.30
05/11/2019;23;41.21
05/11/2019;24;38.30
06/11/2019;1;36.97
06/11/2019;2;35.75
06/11/2019;3;34.27
06/11/2019;4;33.79
06/11/2019;5;34.45
06/11/2019;6;37.74
06/11/2019;7;42.84
06/11/2019;8;44.00
06/11/2019;9;44.84
06/11/2019;10;45.21
06/11/2019;11;42.84
06/11/2019;12;41.76
06/11/2019;13;40.66
06/11/2019;14;40.38
06/11/2019;15;37.59
06/11/2019;16;37.59
06/11/2019;17;40.90
06/11/2019;18;42.18
06/11/2019;19;45.30
06/11/2019;20;46.51
06/11/2019;21;46.05
06/11/2019;22;44.00
06/11/2019;23;40.66
06/11/2019;24;39.17
07/11/2019;1;39.07
07/11/2019;2;35.95
07/11/2019;3;33.40
07/11/2019;4;32.67
07/11/2019;5;32.11
07/11/2019;6;34.73
07/11/2019;7;41.25
07/11/2019;8;45.22
07/11/2019;9;45.60
07/11/2019;10;45.88
07/11/2019;11;43.94
07/11/2019;12;41.25
07/11/2019;13;40.01
07/11/2019;14;37.86
07/11/2019;15;35.48
07/11/2019;16;35.01
07/11/2019;17;38.01
07/11/2019;18;40.01
07/11/2019;19;43.94
07/11/2019;20;45.45
07/11/2019;21;45.27
07/11/2019;22;40.00
07/11/2019;23;38.00
07/11/2019;24;33.03
08/11/2019;1;36.94
08/11/2019;2;30.21
08/11/2019;3;29.53
08/11/2019;4;28.90
08/11/2019;5;28.80
08/11/2019;6;29.50
08/11/2019;7;31.50
08/11/2019;8;39.24
08/11/2019;9;42.39
08/11/2019;10;42.11
08/11/2019;11;39.69
08/11/2019;12;36.61
08/11/2019;13;35.09
08/11/2019;14;34.33
08/11/2019;15;31.50
08/11/2019;16;32.00
08/11/2019;17;36.61
08/11/2019;18;41.89
08/11/2019;19;46.01
08/11/2019;20;48.39
08/11/2019;21;49.39
08/11/2019;22;44.51
08/11/2019;23;44.58
08/11/2019;24;42.55
09/11/2019;1;42.63
09/11/2019;2;39.78
09/11/2019;3;38.81
09/11/2019;4;36.94
09/11/2019;5;36.20
09/11/2019;6;36.13
09/11/2019;7;39.57
09/11/2019;8;41.56
09/11/2019;9;42.02
09/11/2019;10;44.57
09/11/2019;11;44.15
09/11/2019;12;42.55
09/11/2019;13;41.42
09/11/2019;14;40.01
09/11/2019;15;39.96
09/11/2019;16;41.67
09/11/2019;17;41.89
09/11/2019;18;42.43
09/11/2019;19;44.71
09/11/2019;20;45.53
09/11/2019;21;42.75
09/11/2019;22;40.36
09/11/2019;23;39.66
09/11/2019;24;36.67
10/11/2019;1;34.31
10/11/2019;2;33.52
10/11/2019;3;30.10
10/11/2019;4;29.00
10/11/2019;5;29.50
10/11/2019;6;30.10
10/11/2019;7;31.01
10/11/2019;8;32.73
10/11/2019;9;34.03
10/11/2019;10;35.05
10/11/2019;11;35.51
10/11/2019;12;34.15
10/11/2019;13;34.09
10/11/2019;14;34.31
10/11/2019;15;36.75
10/11/2019;16;34.31
10/11/2019;17;36.57
10/11/2019;18;42.75
10/11/2019;19;47.00
10/11/2019;20;52.51
10/11/2019;21;51.01
10/11/2019;22;47.00
10/11/2019;23;45.69
10/11/2019;24;43.39
11/11/2019;1;41.83
11/11/2019;2;38.59
11/11/2019;3;36.20
11/11/2019;4;34.75
11/11/2019;5;34.80
11/11/2019;6;37.19
11/11/2019;7;42.49
11/11/2019;8;46.96
11/11/2019;9;51.00
11/11/2019;10;49.85
11/11/2019;11;48.62
11/11/2019;12;47.63
11/11/2019;13;47.57
11/11/2019;14;45.56
11/11/2019;15;43.66
11/11/2019;16;43.53
11/11/2019;17;44.23
11/11/2019;18;48.39
11/11/2019;19;51.24
11/11/2019;20;52.85
11/11/2019;21;50.25
11/11/2019;22;48.35
11/11/2019;23;45.16
11/11/2019;24;43.01
12/11/2019;1;47.92
12/11/2019;2;43.82
12/11/2019;3;39.64
12/11/2019;4;38.81
12/11/2019;5;38.65
12/11/2019;6;38.81
12/11/2019;7;42.41
12/11/2019;8;53.10
12/11/2019;9;54.01
12/11/2019;10;54.92
12/11/2019;11;53.46
12/11/2019;12;51.49
12/11/2019;13;49.51
12/11/2019;14;47.24
12/11/2019;15;44.26
12/11/2019;16;43.47
12/11/2019;17;45.00
12/11/2019;18;50.51
12/11/2019;19;55.03
12/11/2019;20;55.03
12/11/2019;21;54.54
12/11/2019;22;52.30
12/11/2019;23;48.56
12/11/2019;24;44.74
13/11/2019;1;42.92
13/11/2019;2;39.25
13/11/2019;3;37.95
13/11/2019;4;36.32
13/11/2019;5;36.82
13/11/2019;6;39.75
13/11/2019;7;42.15
13/11/2019;8;48.97
13/11/2019;9;51.69
13/11/2019;10;54.79
13/11/2019;11;54.54
13/11/2019;12;53.53
13/11/2019;13;53.24
13/11/2019;14;50.61
13/11/2019;15;45.00
13/11/2019;16;44.12
13/11/2019;17;44.13
13/11/2019;18;50.50
13/11/2019;19;54.79
13/11/2019;20;56.59
13/11/2019;21;56.56
13/11/2019;22;52.63
13/11/2019;23;49.57
13/11/2019;24;45.54
14/11/2019;1;39.60
14/11/2019;2;37.86
14/11/2019;3;36.51
14/11/2019;4;35.37
14/11/2019;5;35.77
14/11/2019;6;38.23
14/11/2019;7;39.81
14/11/2019;8;46.09
14/11/2019;9;51.69
14/11/2019;10;53.24
14/11/2019;11;47.62
14/11/2019;12;46.00
14/11/2019;13;44.12
14/11/2019;14;42.96
14/11/2019;15;40.59
14/11/2019;16;40.51
14/11/2019;17;42.97
14/11/2019;18;48.01
14/11/2019;19;55.01
14/11/2019;20;56.53
14/11/2019;21;57.56
14/11/2019;22;54.79
14/11/2019;23;51.69
14/11/2019;24;46.73
15/11/2019;1;43.01
15/11/2019;2;39.81
15/11/2019;3;38.56
15/11/2019;4;37.98
15/11/2019;5;37.57
